date,open,high,low,close,volume
2021-04-21 06:05:00+00:00,1.20287,1.2034,1.20286,1.20336,351
2021-04-21 06:10:00+00:00,1.20337,1.20354,1.20331,1.20346,342
2021-04-21 06:15:00+00:00,1.20344,1.20349,1.20309,1.20316,243
2021-04-21 06:20:00+00:00,1.20315,1.20315,1.20283,1.2029,333
2021-04-21 06:25:00+00:00,1.20289,1.20289,1.20256,1.20263,247
2021-04-21 06:30:00+00:00,1.20264,1.20282,1.20262,1.20266,184
2021-04-21 06:35:00+00:00,1.20268,1.20305,1.20258,1.20302,186
2021-04-21 06:40:00+00:00,1.20303,1.20334,1.20303,1.2031,409
2021-04-21 06:45:00+00:00,1.20312,1.20316,1.20282,1.20286,241
2021-04-21 06:50:00+00:00,1.20286,1.20312,1.20285,1.2031,151
2021-04-21 06:55:00+00:00,1.20309,1.20309,1.20261,1.20288,329
2021-04-21 07:00:00+00:00,1.20286,1.20289,1.20197,1.202,645
2021-04-21 07:05:00+00:00,1.20202,1.20258,1.20185,1.20242,561
2021-04-21 07:10:00+00:00,1.2024,1.20272,1.20222,1.20244,451
2021-04-21 07:15:00+00:00,1.20244,1.2026,1.20218,1.2022,246
2021-04-21 07:20:00+00:00,1.2022,1.2022,1.20182,1.2019,359
2021-04-21 07:25:00+00:00,1.20192,1.20196,1.20148,1.20154,332
2021-04-21 07:30:00+00:00,1.20156,1.20172,1.2013,1.20164,409
2021-04-21 07:35:00+00:00,1.20164,1.20164,1.20048,1.20061,691
2021-04-21 07:40:00+00:00,1.2006,1.20084,1.20036,1.20073,569
2021-04-21 07:45:00+00:00,1.20072,1.20078,1.20034,1.2006,498
2021-04-21 07:50:00+00:00,1.20062,1.20106,1.20048,1.20084,479
2021-04-21 07:55:00+00:00,1.20086,1.2012,1.20072,1.20112,545
2021-04-21 08:00:00+00:00,1.20112,1.20115,1.20082,1.20096,385
2021-04-21 08:05:00+00:00,1.20098,1.20111,1.20081,1.20096,272
2021-04-21 08:10:00+00:00,1.20098,1.20118,1.20057,1.20108,271
2021-04-21 08:15:00+00:00,1.2011,1.20153,1.2011,1.20148,468
2021-04-21 08:20:00+00:00,1.20149,1.20156,1.20113,1.2012,295
2021-04-21 08:25:00+00:00,1.20122,1.20129,1.2011,1.20118,187
2021-04-21 08:30:00+00:00,1.2012,1.20146,1.20116,1.20128,333
2021-04-21 08:35:00+00:00,1.20129,1.20142,1.20118,1.20118,266
2021-04-21 08:40:00+00:00,1.2012,1.20134,1.20099,1.20116,345
2021-04-21 08:45:00+00:00,1.20116,1.20138,1.20106,1.20116,359
2021-04-21 08:50:00+00:00,1.20118,1.20124,1.20095,1.20122,298
2021-04-21 08:55:00+00:00,1.2012,1.2012,1.20037,1.20062,499
2021-04-21 09:00:00+00:00,1.20063,1.20112,1.20058,1.20108,315
2021-04-21 09:05:00+00:00,1.20108,1.20136,1.20099,1.20127,262
2021-04-21 09:10:00+00:00,1.20128,1.20162,1.20128,1.20152,238
2021-04-21 09:15:00+00:00,1.2015,1.20156,1.2012,1.20122,256
2021-04-21 09:20:00+00:00,1.20124,1.20154,1.20124,1.20135,255
2021-04-21 09:25:00+00:00,1.20134,1.20142,1.20121,1.2013,258
2021-04-21 09:30:00+00:00,1.2013,1.20145,1.20054,1.20054,445
2021-04-21 09:35:00+00:00,1.20056,1.20056,1.20009,1.20022,583
2021-04-21 09:40:00+00:00,1.2002,1.20034,1.20014,1.20034,349
2021-04-21 09:45:00+00:00,1.20034,1.20053,1.20017,1.20053,320
2021-04-21 09:50:00+00:00,1.20055,1.20086,1.20048,1.20076,291
2021-04-21 09:55:00+00:00,1.20074,1.20076,1.20054,1.20072,371
2021-04-21 10:00:00+00:00,1.20071,1.20072,1.20037,1.20038,232
2021-04-21 10:05:00+00:00,1.20036,1.20087,1.20032,1.2007,259
2021-04-21 10:10:00+00:00,1.20068,1.20096,1.20056,1.20084,335
2021-04-21 10:15:00+00:00,1.20085,1.20096,1.2007,1.20086,328
2021-04-21 10:20:00+00:00,1.20084,1.20086,1.19994,1.20023,468
2021-04-21 10:25:00+00:00,1.20024,1.2003,1.19985,1.19992,372
2021-04-21 10:30:00+00:00,1.19994,1.20038,1.19992,1.2003,226
2021-04-21 10:35:00+00:00,1.2003,1.2006,1.20014,1.20048,326
2021-04-21 10:40:00+00:00,1.20046,1.20057,1.20029,1.20055,309
2021-04-21 10:45:00+00:00,1.20056,1.20078,1.20046,1.20073,295
2021-04-21 10:50:00+00:00,1.20074,1.20098,1.20062,1.20094,271
2021-04-21 10:55:00+00:00,1.20094,1.2011,1.20085,1.20098,292
2021-04-21 11:00:00+00:00,1.201,1.20106,1.20072,1.20072,286
2021-04-21 11:05:00+00:00,1.20073,1.2008,1.20054,1.20074,244
2021-04-21 11:10:00+00:00,1.20076,1.20112,1.20074,1.20096,302
2021-04-21 11:15:00+00:00,1.20098,1.201,1.2007,1.20073,295
2021-04-21 11:20:00+00:00,1.20074,1.20091,1.20061,1.20062,248
2021-04-21 11:25:00+00:00,1.20061,1.20078,1.20054,1.20054,230
2021-04-21 11:30:00+00:00,1.20056,1.20068,1.20042,1.20042,267
2021-04-21 11:35:00+00:00,1.2004,1.20065,1.20034,1.20062,182
2021-04-21 11:40:00+00:00,1.20064,1.20069,1.2005,1.20058,213
2021-04-21 11:45:00+00:00,1.2006,1.20072,1.20051,1.20051,231
2021-04-21 11:50:00+00:00,1.20052,1.201,1.20038,1.201,348
2021-04-21 11:55:00+00:00,1.20098,1.20098,1.20067,1.20068,374
2021-04-21 12:00:00+00:00,1.20068,1.20082,1.2005,1.2006,341
2021-04-21 12:05:00+00:00,1.20058,1.20066,1.20036,1.20056,243
2021-04-21 12:10:00+00:00,1.20057,1.20074,1.20048,1.20074,197
2021-04-21 12:15:00+00:00,1.20074,1.20078,1.20062,1.20068,183
2021-04-21 12:20:00+00:00,1.2007,1.20111,1.20066,1.20104,294
2021-04-21 12:25:00+00:00,1.20105,1.2012,1.20084,1.20088,303
2021-04-21 12:30:00+00:00,1.20088,1.20094,1.20052,1.2008,419
2021-04-21 12:35:00+00:00,1.20081,1.20095,1.20045,1.20054,421
2021-04-21 12:40:00+00:00,1.20056,1.20119,1.20053,1.20115,287
2021-04-21 12:45:00+00:00,1.20114,1.20131,1.20093,1.20096,244
2021-04-21 12:50:00+00:00,1.20095,1.20097,1.20078,1.2009,218
2021-04-21 12:55:00+00:00,1.2009,1.20152,1.20087,1.20141,266
2021-04-21 13:00:00+00:00,1.20142,1.20144,1.2009,1.20109,421
2021-04-21 13:05:00+00:00,1.2011,1.20131,1.20074,1.2008,344
2021-04-21 13:10:00+00:00,1.2008,1.20082,1.19998,1.2002,419
2021-04-21 13:15:00+00:00,1.2002,1.20066,1.20018,1.20056,333
2021-04-21 13:20:00+00:00,1.20056,1.20085,1.20046,1.2006,301
2021-04-21 13:25:00+00:00,1.20062,1.20086,1.20032,1.20032,221
2021-04-21 13:30:00+00:00,1.20034,1.20062,1.19994,1.20018,820
2021-04-21 13:35:00+00:00,1.20019,1.20042,1.19992,1.20017,601
2021-04-21 13:40:00+00:00,1.20016,1.20069,1.19996,1.20065,547
2021-04-21 13:45:00+00:00,1.20064,1.2011,1.20062,1.20086,678
2021-04-21 13:50:00+00:00,1.20088,1.20119,1.20056,1.20066,735
2021-04-21 13:55:00+00:00,1.20067,1.20121,1.20067,1.20116,636
2021-04-21 14:00:00+00:00,1.20113,1.20126,1.20084,1.20084,1142
2021-04-21 14:05:00+00:00,1.20086,1.201,1.20048,1.20082,568
2021-04-21 14:10:00+00:00,1.20082,1.2009,1.20044,1.2006,564
2021-04-21 14:15:00+00:00,1.20062,1.20076,1.20014,1.20066,576
2021-04-21 14:20:00+00:00,1.20064,1.20141,1.20052,1.20137,554
2021-04-21 14:25:00+00:00,1.20136,1.2019,1.20132,1.20187,682
2021-04-21 14:30:00+00:00,1.20186,1.20186,1.20122,1.20134,498
2021-04-21 14:35:00+00:00,1.20132,1.20202,1.20127,1.20196,501
2021-04-21 14:40:00+00:00,1.20196,1.20209,1.2017,1.20186,610
2021-04-21 14:45:00+00:00,1.20188,1.20262,1.20175,1.20254,764
2021-04-21 14:50:00+00:00,1.20252,1.20319,1.20233,1.20285,747
2021-04-21 14:55:00+00:00,1.20284,1.20309,1.20274,1.20282,827
2021-04-21 15:00:00+00:00,1.2028,1.20317,1.20256,1.20294,878
2021-04-21 15:05:00+00:00,1.20293,1.20311,1.20282,1.2031,411
2021-04-21 15:10:00+00:00,1.20312,1.2037,1.20296,1.20357,504
2021-04-21 15:15:00+00:00,1.20356,1.2036,1.20312,1.2033,383
2021-04-21 15:20:00+00:00,1.20332,1.2034,1.20323,1.20339,282
2021-04-21 15:25:00+00:00,1.2034,1.20354,1.2033,1.20332,243
2021-04-21 15:30:00+00:00,1.20333,1.20364,1.20326,1.20352,346
2021-04-21 15:35:00+00:00,1.20352,1.20385,1.20349,1.20373,269
2021-04-21 15:40:00+00:00,1.20372,1.20386,1.20354,1.2038,326
2021-04-21 15:45:00+00:00,1.20378,1.20392,1.20359,1.2036,327
2021-04-21 15:50:00+00:00,1.2036,1.20368,1.20338,1.2034,344
2021-04-21 15:55:00+00:00,1.2034,1.20358,1.20323,1.20333,263
2021-04-21 16:00:00+00:00,1.20332,1.20333,1.20302,1.2031,395
2021-04-21 16:05:00+00:00,1.20312,1.20346,1.20312,1.20344,226
2021-04-21 16:10:00+00:00,1.20346,1.20346,1.20292,1.20292,224
2021-04-21 16:15:00+00:00,1.20291,1.20298,1.20278,1.20294,313
2021-04-21 16:20:00+00:00,1.20295,1.20304,1.20284,1.20288,212
2021-04-21 16:25:00+00:00,1.2029,1.20298,1.20284,1.20292,188
2021-04-21 16:30:00+00:00,1.20294,1.20316,1.20294,1.20316,126
2021-04-21 16:35:00+00:00,1.20318,1.2033,1.20306,1.20309,196
2021-04-21 16:40:00+00:00,1.20308,1.2033,1.20304,1.20316,185
2021-04-21 16:45:00+00:00,1.20314,1.20324,1.20309,1.20321,202
2021-04-21 16:50:00+00:00,1.20318,1.20338,1.20312,1.20318,154
2021-04-21 16:55:00+00:00,1.20318,1.20318,1.20275,1.20275,253
2021-04-21 17:00:00+00:00,1.20276,1.20282,1.20267,1.20278,311
2021-04-21 17:05:00+00:00,1.2028,1.20316,1.2027,1.20316,247
2021-04-21 17:10:00+00:00,1.20314,1.2032,1.20302,1.2032,153
2021-04-21 17:15:00+00:00,1.20318,1.2032,1.20297,1.20306,174
2021-04-21 17:20:00+00:00,1.20306,1.20323,1.20304,1.20319,160
2021-04-21 17:25:00+00:00,1.20318,1.20322,1.20295,1.20296,150
2021-04-21 17:30:00+00:00,1.20295,1.20311,1.20294,1.20302,210
2021-04-21 17:35:00+00:00,1.203,1.20308,1.20294,1.20298,129
2021-04-21 17:40:00+00:00,1.20298,1.2031,1.20292,1.20294,73
2021-04-21 17:45:00+00:00,1.20293,1.20304,1.20288,1.203,157
2021-04-21 17:50:00+00:00,1.20298,1.20308,1.20297,1.20308,117
2021-04-21 17:55:00+00:00,1.20306,1.20313,1.20281,1.20284,211
2021-04-21 18:00:00+00:00,1.20283,1.20293,1.20266,1.20272,280
2021-04-21 18:05:00+00:00,1.20274,1.20289,1.20269,1.20288,146
2021-04-21 18:10:00+00:00,1.20286,1.20299,1.2028,1.20299,84
2021-04-21 18:15:00+00:00,1.20298,1.20303,1.20292,1.20298,64
2021-04-21 18:20:00+00:00,1.203,1.20309,1.20294,1.20295,107
2021-04-21 18:25:00+00:00,1.20294,1.203,1.20272,1.20274,132
2021-04-21 18:30:00+00:00,1.20273,1.20286,1.20273,1.20284,122
2021-04-21 18:35:00+00:00,1.20282,1.20284,1.20272,1.20282,72
2021-04-21 18:40:00+00:00,1.20284,1.203,1.20284,1.20285,79
2021-04-21 18:45:00+00:00,1.20283,1.20292,1.20272,1.2028,141
2021-04-21 18:50:00+00:00,1.20278,1.20298,1.20275,1.20294,127
2021-04-21 18:55:00+00:00,1.20295,1.20314,1.20287,1.20291,194
2021-04-21 19:00:00+00:00,1.2029,1.20294,1.20278,1.20294,146
2021-04-21 19:05:00+00:00,1.20292,1.20306,1.20292,1.203,75
2021-04-21 19:10:00+00:00,1.203,1.20325,1.203,1.20325,71
2021-04-21 19:15:00+00:00,1.20323,1.20324,1.20316,1.20317,117
2021-04-21 19:20:00+00:00,1.20318,1.20329,1.20317,1.20328,66
2021-04-21 19:25:00+00:00,1.20327,1.20341,1.20327,1.20334,89
2021-04-21 19:30:00+00:00,1.20336,1.2035,1.2033,1.20347,127
2021-04-21 19:35:00+00:00,1.2035,1.20352,1.20344,1.20345,70
2021-04-21 19:40:00+00:00,1.20346,1.20348,1.20338,1.20338,40
2021-04-21 19:45:00+00:00,1.2034,1.2034,1.20317,1.20334,106
2021-04-21 19:50:00+00:00,1.20335,1.20339,1.2033,1.20337,93
2021-04-21 19:55:00+00:00,1.20338,1.20346,1.20334,1.20344,154
2021-04-21 20:00:00+00:00,1.20344,1.20347,1.2033,1.20347,135
2021-04-21 20:05:00+00:00,1.20346,1.20346,1.20338,1.2034,44
2021-04-21 20:10:00+00:00,1.20339,1.20348,1.20332,1.20344,55
2021-04-21 20:15:00+00:00,1.20345,1.20356,1.20344,1.20344,57
2021-04-21 20:20:00+00:00,1.20343,1.20344,1.2033,1.20334,44
2021-04-21 20:25:00+00:00,1.20332,1.20342,1.20332,1.20334,49
2021-04-21 20:30:00+00:00,1.20334,1.20352,1.20328,1.20352,89
2021-04-21 20:35:00+00:00,1.20351,1.20354,1.20346,1.20353,46
2021-04-21 20:40:00+00:00,1.20351,1.20356,1.20348,1.2035,33
2021-04-21 20:45:00+00:00,1.20346,1.20355,1.20342,1.20348,55
2021-04-21 20:50:00+00:00,1.20349,1.20352,1.20344,1.20348,67
2021-04-21 20:55:00+00:00,1.20349,1.20361,1.20343,1.20349,84
2021-04-21 21:00:00+00:00,1.2033,1.20336,1.2033,1.2033,5
2021-04-21 21:05:00+00:00,1.20339,1.20344,1.20339,1.20344,2
2021-04-21 21:15:00+00:00,1.20341,1.20341,1.20335,1.20335,2
2021-04-21 21:20:00+00:00,1.20338,1.20348,1.20338,1.20338,7
2021-04-21 21:25:00+00:00,1.20336,1.20336,1.20336,1.20336,1
2021-04-21 21:30:00+00:00,1.20339,1.20339,1.20339,1.20339,1
2021-04-21 21:35:00+00:00,1.20344,1.20362,1.20342,1.20356,19
2021-04-21 21:40:00+00:00,1.20358,1.20358,1.20358,1.20358,1
2021-04-21 21:50:00+00:00,1.2036,1.2036,1.20358,1.2036,3
2021-04-21 21:55:00+00:00,1.20362,1.20363,1.2036,1.20363,3
2021-04-21 22:00:00+00:00,1.20365,1.20365,1.20346,1.20354,38
2021-04-21 22:05:00+00:00,1.20356,1.20358,1.20348,1.20348,21
2021-04-21 22:10:00+00:00,1.20349,1.20352,1.20347,1.20352,7
2021-04-21 22:15:00+00:00,1.20351,1.20354,1.20346,1.20346,16
2021-04-21 22:20:00+00:00,1.20345,1.20345,1.20345,1.20345,1
2021-04-21 22:25:00+00:00,1.20344,1.20344,1.2034,1.20342,3
2021-04-21 22:30:00+00:00,1.20342,1.20358,1.20342,1.20344,38
2021-04-21 22:35:00+00:00,1.20346,1.20346,1.20338,1.20344,15
2021-04-21 22:40:00+00:00,1.20342,1.20342,1.20335,1.20338,12
2021-04-21 22:45:00+00:00,1.20336,1.20341,1.20336,1.2034,7
2021-04-21 22:50:00+00:00,1.20341,1.20342,1.20334,1.20334,21
2021-04-21 22:55:00+00:00,1.20336,1.2035,1.20336,1.20348,21
2021-04-21 23:00:00+00:00,1.2035,1.2035,1.20346,1.2035,32
2021-04-21 23:05:00+00:00,1.2035,1.20363,1.2035,1.2036,30
2021-04-21 23:10:00+00:00,1.20362,1.20362,1.2036,1.2036,4
2021-04-21 23:15:00+00:00,1.20362,1.20375,1.20362,1.20372,36
2021-04-21 23:20:00+00:00,1.20374,1.20376,1.20366,1.2037,35
2021-04-21 23:25:00+00:00,1.20369,1.20377,1.20366,1.20374,25
2021-04-21 23:30:00+00:00,1.20373,1.20378,1.20366,1.20375,43
2021-04-21 23:35:00+00:00,1.20373,1.20375,1.2037,1.20374,19
2021-04-21 23:40:00+00:00,1.20372,1.20376,1.20364,1.2037,35
2021-04-21 23:45:00+00:00,1.20371,1.20371,1.20364,1.2037,27
2021-04-21 23:50:00+00:00,1.20368,1.2038,1.20368,1.20379,36
2021-04-21 23:55:00+00:00,1.20378,1.20378,1.20366,1.20373,29
2021-04-22 00:00:00+00:00,1.20371,1.204,1.20371,1.20384,137
2021-04-22 00:05:00+00:00,1.20386,1.20391,1.20365,1.20372,78
2021-04-22 00:10:00+00:00,1.2037,1.20381,1.20366,1.20366,81
2021-04-22 00:15:00+00:00,1.20364,1.20364,1.20354,1.20356,54
2021-04-22 00:20:00+00:00,1.20354,1.20357,1.2034,1.20345,74
2021-04-22 00:25:00+00:00,1.20347,1.20349,1.20326,1.20332,126
2021-04-22 00:30:00+00:00,1.20333,1.20346,1.20331,1.20345,63
2021-04-22 00:35:00+00:00,1.20346,1.20364,1.20342,1.20364,176
2021-04-22 00:40:00+00:00,1.20366,1.20372,1.20363,1.20365,99
2021-04-22 00:45:00+00:00,1.20364,1.204,1.20363,1.20394,237
2021-04-22 00:50:00+00:00,1.20394,1.20396,1.20366,1.20376,216
2021-04-22 00:55:00+00:00,1.20378,1.2038,1.20348,1.20368,146
2021-04-22 01:00:00+00:00,1.20366,1.2038,1.20355,1.20365,202
2021-04-22 01:05:00+00:00,1.20367,1.20407,1.20367,1.204,218
2021-04-22 01:10:00+00:00,1.20398,1.2041,1.20384,1.20384,188
2021-04-22 01:15:00+00:00,1.20382,1.2039,1.20374,1.20376,188
2021-04-22 01:20:00+00:00,1.20378,1.20402,1.20376,1.20401,146
2021-04-22 01:25:00+00:00,1.20402,1.20404,1.20377,1.20394,108
2021-04-22 01:30:00+00:00,1.20392,1.20419,1.20392,1.20405,176
2021-04-22 01:35:00+00:00,1.20404,1.20419,1.20402,1.20416,154
2021-04-22 01:40:00+00:00,1.20418,1.2043,1.2041,1.20426,172
2021-04-22 01:45:00+00:00,1.20426,1.2044,1.20416,1.20439,171
2021-04-22 01:50:00+00:00,1.20438,1.20444,1.2042,1.2044,237
2021-04-22 01:55:00+00:00,1.20439,1.2044,1.20408,1.2042,175
2021-04-22 02:00:00+00:00,1.20419,1.20439,1.20412,1.20435,183
2021-04-22 02:05:00+00:00,1.20436,1.20444,1.20426,1.20426,144
2021-04-22 02:10:00+00:00,1.20428,1.20458,1.20426,1.20454,174
2021-04-22 02:15:00+00:00,1.20456,1.2046,1.20442,1.20448,142
2021-04-22 02:20:00+00:00,1.2045,1.20456,1.20441,1.20456,93
2021-04-22 02:25:00+00:00,1.20456,1.20464,1.20451,1.20459,104
2021-04-22 02:30:00+00:00,1.20458,1.20468,1.20445,1.20457,108
2021-04-22 02:35:00+00:00,1.20458,1.2046,1.20444,1.20454,99
2021-04-22 02:40:00+00:00,1.20452,1.20453,1.20436,1.20452,134
2021-04-22 02:45:00+00:00,1.2045,1.20452,1.20438,1.20442,225
